prod_no,fix_time,a_speed,b_speed,separation,s_separation,rate_terms,mpa,load_time,highpressure_time,c_thickness
45231-3B610,82.1,0.723,1.531,177.6,722.8,92,74.1,19.7,79,25.5
45231-3B610,82.1,0.727,1.51,176.1,723.6,92,74.1,19.7,74,26.2
45231-3B610,82.1,0.744,1.519,175.4,724.5,92,74,19.7,72,26
45231-3B610,82.1,0.743,1.526,175.5,724.2,92,74,19.7,72,26.2
45231-3B610,82,0.727,1.518,175.9,723.6,92,74.1,19.7,75,26.4
45231-3B610,82,0.735,1.52,176.3,724,92,74,19.7,68,25.6
45231-3B610,82,0.734,1.516,174.7,723.5,91,74.1,19.7,71,27.7
45231-3B610,82.1,0.735,1.519,177.2,723.2,92,74.1,19.7,70,25.5
45231-3B610,82.1,0.734,1.519,178.3,721.3,92,74.1,19.7,71,26.3
45231-3B610,82,0.749,1.528,174.2,724.1,93,74.2,19.7,75,27.6
45231-3B610,82,0.749,1.509,175.5,723.6,92,74.1,19.7,74,26.8
45231-3B610,82.1,0.727,1.515,176.1,722.8,91,74.2,19.7,72,27
45231-3B610,82.1,0.744,1.522,177.1,722.7,92,74.2,19.7,73,26.1
45231-3B610,82.1,0.719,1.513,177,723.2,92,74.1,19.7,70,25.7
45231-3B610,82,0.738,1.525,176.6,723.4,92,74.2,19.7,73,25.9
45231-3B610,82,0.732,1.526,176.9,723.2,92,74.1,19.7,73,25.8
45231-3B610,82.1,0.727,1.513,176.7,723.5,92,74.1,19.7,71,25.7
45231-3B610,82.1,0.741,1.516,177.8,723.1,91,74.2,19.7,79,25
45231-3B610,82.1,0.735,1.523,176,723.1,92,74.1,19.7,73,26.8
45231-3B610,82.1,0.732,1.516,177.1,722.5,91,74.2,19.7,75,26.3
45231-3B610,82.1,0.742,1.524,174.7,724.1,92,74.1,19.7,75,27.1
45231-3B610,82,0.731,1.526,174.6,723.3,91,74.2,19.7,71,28
45231-3B610,82,0.735,1.527,175,723.4,91,74.2,19.7,71,27.5
45231-3B610,82.1,0.747,1.519,175.8,722.8,92,74.2,19.7,77,27.3
45231-3B610,82,0.712,1.51,175.7,722.6,91,74.1,19.7,72,27.6
45231-3B610,82,0.739,1.512,174.6,723.1,92,74.2,19.7,73,28.2
45231-3B610,82,0.732,1.527,175.3,723,92,74.1,19.7,73,27.6
45231-3B610,82,0.733,1.522,174.4,722.9,92,74.2,19.7,75,28.6
45231-3B610,82,0.735,1.512,177.8,722.9,92,74.2,19.7,82,25.2
45231-3B610,82,0.749,1.525,175,724.6,92,74.2,19.7,73,26.3
45231-3B610,82,0.728,1.499,177.6,722.6,91,74.2,19.7,71,25.7
45231-3B610,82,0.73,1.519,177.4,723.6,93,74.2,19.7,70,24.9
45231-3B610,82,0.723,1.506,177.2,723.1,92,74.1,19.7,71,25.6
45231-3B610,82,0.745,1.521,177,723.6,91,74.2,19.7,72,25.3
45231-3B610,82.1,0.73,1.516,176.9,723.3,92,74.3,19.7,78,25.7
45231-3B610,82.1,0.733,1.497,178,723.1,91,74.1,19.7,73,24.8
45231-3B610,82,0.725,1.516,176.2,723.6,93,74.1,19.7,71,26.1
45231-3B610,82,0.731,1.512,177.7,722.6,92,74.1,19.7,75,25.6
45231-3B610,82,0.731,1.518,174.7,724.1,91,74.1,19.7,70,27.1
45231-3B610,82,0.743,1.503,176,723.1,91,74.2,19.7,75,26.8
45231-3B610,81.7,0.738,1.509,174.2,724.6,91,74.1,19.7,74,27.1
45231-3B610,82,0.742,1.507,174.1,725.5,92,74.2,19.7,72,26.3
45231-3B610,82,0.739,1.515,174.5,723.9,91,74.2,19.7,72,27.5
45231-3B610,82,0.748,1.522,176.4,723.4,92,74.2,19.7,76,26.1
45231-3B610,82,0.731,1.501,177.1,722.7,91,74.2,19.7,77,26.1
45231-3B610,82,0.742,1.517,177.4,722.6,92,74.2,19.7,71,25.9
45231-3B610,82,0.721,1.52,177.1,723.1,92,74.1,19.7,67,25.7
45231-3B610,82,0.736,1.512,175.3,724.6,92,74.2,19.7,69,26
45231-3B610,82.1,0.731,1.51,177.8,723.4,92,74.2,19.7,79,24.7
45231-3B610,82.1,0.735,1.523,177.5,724.1,92,74.2,19.7,73,24.3
45231-3B610,82,0.731,1.525,178.5,722.6,92,74.1,19.7,71,24.8
45231-3B610,82,0.732,1.536,177.1,722.5,91,74.2,19.7,73,26.3
45231-3B610,82,0.727,1.533,176.3,722.1,91,74.2,19.7,76,27.5
45231-3B610,82.2,0.721,1.532,176.6,722.7,91,74.2,19.7,67,26.6
45231-3B610,82.1,0.732,1.533,177.4,722.9,91,74.2,19.7,79,25.6
45231-3B610,82.1,0.735,1.526,178.3,723.1,92,74.1,19.7,74,24.5
45231-3B610,82,0.734,1.534,175.7,723.9,92,74.2,19.7,70,26.3
45231-3B610,82,0.735,1.527,176.3,723.1,91,74.1,19.7,71,26.5
45231-3B610,82,0.745,1.528,177.2,723.4,92,74.1,19.7,69,25.3
45231-3B610,82,0.743,1.534,175.6,723.6,92,74.2,19.7,65,26.7
45231-3B610,82,0.749,1.539,175.3,723.3,92,74.3,19.7,64,27.3
45231-3B610,82,0.735,1.525,173.3,724.5,91,74.2,19.7,72,28.1
45231-3B610,82,0.728,1.52,176.3,723.7,91,74.2,19.7,69,25.9
45231-3B610,82,0.728,1.528,177.4,722.9,91,74.2,19.7,71,25.6
45231-3B610,82,0.736,1.518,178.2,723.3,91,74.1,19.7,70,24.4
45231-3B610,81.8,0.725,1.51,176.7,723.6,93,74.1,19.7,71,25.6
45231-3B610,81.8,0.728,1.522,176.6,723.3,92,74.3,19.7,71,26
45231-3B610,82,0.721,1.529,178.8,722.8,92,74.1,19.7,73,24.3
45231-3B610,82,0.735,1.523,176.8,725.1,91,74.2,19.7,68,24
45231-3B610,82,0.723,1.515,176.8,723.3,92,74.2,19.7,70,25.8
45231-3B610,82,0.719,1.506,177.3,722.6,92,74.1,19.7,75,26
45231-3B610,82,0.735,1.513,177.7,723.1,91,74.2,19.7,73,25.1
45231-3B610,82,0.718,1.522,176.5,723.5,92,74.3,19.7,75,25.9
45231-3B610,82,0.73,1.522,177.5,722.7,91,74.2,19.7,70,25.7
45231-3B610,82,0.734,1.534,176.5,724.6,92,74.2,19.7,71,24.8
45231-3B610,82,0.723,1.527,177.9,723.4,91,74.2,19.7,69,24.6
45231-3B610,82.1,0.728,1.501,176.9,723.3,91,74.2,19.7,73,25.7
45231-3B610,82.1,0.73,1.53,177.8,723.3,91,74.1,19.7,69,24.8
45231-3B610,82,0.721,1.533,177.5,723.1,91,74.2,19.7,70,25.3
45231-3B610,82,0.722,1.531,178.9,723,91,74.2,19.7,80,24
45231-3B610,82,0.725,1.521,180.5,723.6,91,74.2,19.7,81,21.8
45231-3B610,82,0.717,1.526,182.2,723,91,73.9,19.7,80,20.7
45231-3B610,82,0.718,1.526,171.4,724.9,91,27,19.7,72,29.6
45231-3B610,108.2,0.5,1.552,194.3,722.3,90,30.4,19.7,72,30.7
45231-3B610,108.2,0.494,1.552,194.3,722.3,91,30.2,21.8,72,26.9
45231-3B610,82,0.714,1.552,194.3,722.3,93,73.1,19.7,72,9.3
45231-3B610,82,0.728,1.563,180.9,722.4,92,74.3,19.7,67,22.6
45231-3B610,82,0.728,1.555,182.3,721.3,92,74.4,19.7,70,22.3
45231-3B610,82.1,0.738,1.549,179.3,722.9,92,74.4,19.7,71,23.7
45231-3B610,82,0.709,1.56,179.9,721.4,92,74.3,19.7,73,24.6
45231-3B610,82.1,0.722,1.549,177.9,722.3,92,74.4,19.7,70,25.7
45231-3B610,82.1,0.731,1.533,180.3,720.6,92,74.4,19.7,69,25
45231-3B610,82.1,0.735,1.536,178.6,723.3,91,74.5,19.7,73,24
45231-3B610,82.1,0.739,1.545,179.3,723.4,91,74.3,19.7,70,23.2
45231-3B610,82,0.722,1.554,179.6,723.1,91,74.5,19.7,75,23.2
45231-3B610,82.1,0.708,1.56,179.8,720.9,92,74.4,19.7,68,25.2
45231-3B610,82.1,0.741,1.555,180.9,722.4,91,74.4,19.7,68,22.6
45231-3B610,82,0.73,1.563,179.6,722.7,92,74.4,19.7,70,23.6
45231-3B610,82.2,0.717,1.548,180.5,721.6,92,74.4,19.7,71,23.8
45231-3B610,82.2,0.736,1.558,178.6,724.1,91,74.4,19.7,66,23.2
45231-3B610,82.2,0.724,1.557,180.3,721.8,92,74.4,19.7,67,23.8
45231-3B610,82.2,0.728,1.542,177.8,722.1,91,74.3,19.7,66,26
45231-3B610,82.1,0.735,1.539,181,722.4,93,74.2,19.7,76,22.5
45231-3B610,82.2,0.718,1.545,177.2,722.9,91,74.4,19.7,68,25.8
45231-3B610,82.1,0.713,1.529,178.1,722.6,91,74.3,19.7,68,25.2
45231-3B610,82,0.724,1.548,177.5,722.6,91,74.4,19.7,70,25.8
45231-3B610,82,0.722,1.547,177.5,722.9,92,74.3,19.7,68,25.5
45231-3B610,82.2,0.722,1.539,178.2,723.1,91,74.3,19.7,68,24.6
45231-3B610,82,0.727,1.543,177.7,722.6,92,74.4,19.7,75,25.6
45231-3B610,82,0.715,1.515,177.5,721.9,92,74.3,19.7,70,26.5
45231-3B610,82.1,0.73,1.548,178,721.5,91,74.3,19.7,71,26.4
45231-3B610,82,0.718,1.548,179.4,721.1,92,74.3,19.7,68,25.4
45231-3B610,82.1,0.722,1.53,178.2,721,92,74.3,19.7,72,26.7
45231-3B610,82.1,0.728,1.545,178.2,722.4,91,74.3,19.7,67,25.3
45231-3B610,82,0.742,1.544,179.3,723.6,92,74.3,19.7,74,23
45231-3B610,82.1,0.741,1.548,178.1,723.2,92,74.4,19.7,69,24.6
45231-3B610,82,0.722,1.554,180.4,721.1,92,74.4,19.7,68,24.4
45231-3B610,82,0.73,1.549,184.1,722.4,92,73.8,19.7,73,19.4
45231-3B610,82.2,0.747,1.548,179.5,723.1,92,74.3,19.7,70,23.3
45231-3B610,82.2,0.727,1.56,180.1,721.8,91,74.3,19.7,74,24
45231-3B610,82.2,0.733,1.554,178.4,723.5,92,74.4,19.7,70,24
45231-3B610,82.1,0.731,1.552,178.2,722.9,91,74.4,19.7,74,24.8
45231-3B610,82.2,0.738,1.551,177.6,723.4,91,74.3,19.7,70,24.9
45231-3B610,82.1,0.741,1.551,176.2,723.1,92,74.4,19.7,72,26.6
45231-3B610,82,0.728,1.54,176.8,722.9,91,74.4,19.7,74,26.2
45231-3B610,82.1,0.735,1.543,177.5,722.9,91,74.4,19.7,77,25.5
45231-3B610,82.1,0.747,1.539,176.5,724.3,91,74.4,19.7,75,25.1
45231-3B610,82,0.722,1.548,177.4,722.1,91,74.3,19.7,71,26.4
45231-3B610,82,0.723,1.557,182.1,722.3,91,74,19.7,73,21.5
45231-3B610,82.1,0.738,1.555,176.2,722.4,91,74.3,19.7,71,27.3
45231-3B610,82.1,0.724,1.546,177,722.6,91,74.3,19.7,70,26.3
45231-3B610,82.1,0.727,1.52,176.9,722.3,91,74.3,19.7,77,26.7
45231-3B610,82.1,0.727,1.549,179.3,721.1,92,74.3,19.7,74,25.5
45231-3B610,82,0.736,1.539,175.5,723.3,91,74.3,19.7,72,27.1
45231-3B610,82.1,0.705,1.517,176.3,723,92,74.2,19.7,68,26.6
45231-3B610,82,0.736,1.507,175.5,723.8,91,74.3,19.7,73,26.6
45231-3B610,82.1,0.731,1.529,177.3,722.9,92,74.3,19.7,70,25.7
45231-3B610,82.2,0.732,1.532,178.8,722.8,91,74.2,19.7,73,24.3
45231-3B610,82.2,0.742,1.548,178.5,722.9,91,74.2,19.7,70,24.5
45231-3B610,82,0.707,1.549,176.7,723.4,91,74.3,19.7,77,25.8
45231-3B610,82,0.735,1.542,175,724.9,91,74.3,19.7,73,26
45231-3B610,82,0.741,1.547,178.2,723.1,91,74.2,19.7,73,24.6
45231-3B610,82,0.733,1.549,176.8,722.9,91,74.3,19.7,68,26.2
45231-3B610,82,0.732,1.536,175.2,723,91,74.3,19.7,73,27.7
45231-3B610,82.1,0.724,1.549,177.3,722.6,91,74.3,19.7,72,26
45231-3B610,82,0.719,1.533,175.8,723.1,92,74.3,19.7,69,27
45231-3B610,82,0.739,1.557,178.3,722.6,91,74.3,19.7,76,25
45231-3B610,82,0.734,1.557,178,723,92,74.3,19.7,73,24.9
45231-3B610,82,0.722,1.558,178.1,723,91,74.3,19.7,73,24.8
45231-3B610,82.1,0.725,1.549,177.4,721.6,91,74.3,19.7,68,26.9
45231-3B610,82,0.725,1.538,179.6,723.1,92,74.2,19.7,83,23.2
45231-3B610,82,0.732,1.567,176.7,722.7,92,74.2,19.7,71,26.5
45231-3B610,82,0.734,1.554,177.3,722.1,91,74.3,19.7,71,26.5
45231-3B610,82,0.743,1.56,176.8,723.3,91,74.3,19.7,71,25.8
45231-3B610,82.1,0.721,1.561,179,721.6,91,74.3,19.7,69,25.3
45231-3B610,82.1,0.719,1.558,179.5,722.6,91,74.2,19.7,67,23.8
45231-3B610,82.1,0.734,1.536,175.9,722.9,92,74.2,19.7,73,27.1
45231-3B610,82.1,0.739,1.557,177.6,722.6,92,74.3,19.7,79,25.7
45231-3B610,82.1,0.735,1.567,178.4,723,93,74.3,19.7,74,24.5
45231-3B610,82.1,0.711,1.565,181.3,721.1,92,74.3,19.7,70,23.5
45231-3B610,82.1,0.731,1.563,179.5,721.3,91,74.3,19.7,83,25.1
45231-3B610,82.1,0.733,1.568,176.4,722.9,92,74.3,19.7,72,26.6
45231-3B610,82.1,0.721,1.577,176.5,723,92,74.3,19.7,73,26.4
45231-3B610,82.1,0.732,1.576,177.7,722,91,74.3,19.7,70,26.2
45231-3B610,82.1,0.73,1.567,177.3,722.1,91,74.3,19.7,75,26.5
45231-3B610,82,0.741,1.551,176.6,723,91,74.4,19.7,73,26.3
45231-3B610,82.1,0.727,1.561,178.3,722.4,91,74.2,19.7,67,25.2
45231-3B610,82.1,0.725,1.564,179,721.9,91,74.3,19.7,67,25
45231-3B610,82.1,0.734,1.567,178.6,720.9,91,74.3,19.7,75,26.4
45231-3B610,82,0.73,1.564,178,721.6,92,74.3,19.7,72,26.3
45231-3B610,82,0.73,1.564,176.8,723.6,91,74.3,19.7,72,25.5
45231-3B610,82,0.734,1.568,178.4,722.9,91,74.3,19.7,72,24.6
45231-3B610,82,0.728,1.574,179.1,722,91,74.3,19.7,76,24.8
45231-3B610,82,0.731,1.571,178.4,722.6,92,74.3,19.7,72,24.9
45231-3B610,82,0.736,1.567,179.6,721.5,91,74.3,19.7,74,24.8
45231-3B610,82,0.738,1.56,178.6,722.8,91,74.3,19.7,70,24.5
45231-3B610,82,0.731,1.574,180,721.4,91,74.2,19.7,68,24.5
45231-3B610,82,0.728,1.567,179.7,722.7,91,74.3,19.7,71,23.5
45231-3B610,82,0.725,1.555,177.3,722.4,91,74.3,19.7,70,26.2
45231-3B610,82.1,0.711,1.53,177,722.7,91,74.3,19.7,69,26.2
45231-3B610,81.7,0.742,1.57,176.6,722.4,91,74.3,19.7,69,26.9
45231-3B610,82,0.722,1.576,179.5,721.1,91,74.3,19.7,71,25.3
45231-3B610,82,0.736,1.574,177.3,722.8,92,74.4,19.7,73,25.8
45231-3B610,82.1,0.756,1.558,176.5,722.6,91,74.3,19.7,71,26.8
45231-3B610,82.1,0.724,1.558,176.2,721.4,92,74.3,19.7,73,28.3
45231-3B610,82.1,0.712,1.54,177.4,721.5,91,74.3,19.7,71,27
45231-3B610,82.1,0.727,1.58,179.4,720.7,91,74.3,19.7,76,25.8
45231-3B610,82,0.734,1.576,180,721.9,91,74.3,19.7,73,24
45231-3B610,82,0.741,1.57,178.4,723,92,74.3,19.7,72,24.5
45231-3B610,82.1,0.721,1.56,180.1,721.5,91,74.3,19.7,69,24.3
45231-3B610,82.1,0.724,1.583,179.4,721.3,91,74.3,19.7,74,25.2
45231-3B610,82.1,0.72,1.515,179,721.6,91,74.2,19.7,70,25.3
45231-3B610,82,0.724,1.529,176.1,723.2,92,74.3,19.7,72,26.6
45231-3B610,82.1,0.728,1.577,176.9,722.9,91,74.3,19.7,73,26.1
45231-3B610,82.1,0.732,1.564,176.6,723.3,91,74.3,19.7,75,26
45231-3B610,82.1,0.728,1.568,176.2,722.9,91,74.3,19.7,67,26.8
45231-3B610,82.2,0.742,1.574,181.1,720.5,92,74.3,19.7,73,24.3
45231-3B610,82,0.733,1.574,178.3,721.6,91,74.3,19.7,79,26
45231-3B610,82.1,0.735,1.558,178.2,722.5,91,74.3,19.7,70,25.2
45231-3B610,82.1,0.736,1.558,177.1,723.5,91,74.2,19.7,71,25.3
45231-3B610,81.8,0.733,1.551,176.2,722.9,91,74.3,19.7,67,26.8
45231-3B610,82.1,0.734,1.555,177.6,721.3,91,74.3,19.7,71,27
45231-3B610,82.1,0.735,1.573,177.1,723.3,91,74.3,19.7,74,25.5
45231-3B610,82,0.727,1.552,176.9,723.1,91,74.3,19.7,74,25.9
45231-3B610,82,0.72,1.554,178.3,722.8,91,74.3,19.7,75,24.8
45231-3B610,82,0.721,1.578,179.7,721.1,91,74.3,19.7,78,25.1
45231-3B610,82.1,0.735,1.549,177.9,722.6,91,74.3,19.7,68,25.4
45231-3B610,82,0.722,1.552,178,721.5,91,74.3,19.7,67,26.4
45231-3B610,82.1,0.73,1.552,178.9,721.9,91,74.1,19.7,67,25.1
45231-3B610,82,0.728,1.56,176.9,722.6,91,74.2,19.7,67,26.4
45231-3B610,82,0.718,1.542,178,721.8,91,74.3,19.7,67,26.1
45231-3B610,82,0.724,1.561,179.8,721.1,91,74.1,19.7,69,25
45231-3B610,82,0.73,1.567,177.9,722.9,91,74,19.7,69,25.1
45231-3B610,82,0.749,1.542,178.6,723.3,91,74.1,19.7,75,24
45231-3B610,82,0.725,1.56,179.7,722.7,91,74,19.7,77,23.5
45231-3B610,82,0.734,1.557,183.3,722.5,91,73.8,19.7,85,20.1
45231-3B610,82,0.72,1.554,174,723.3,91,26.9,19.7,76,28.6
45231-3B610,81.6,0.504,1.557,176.7,723.3,90,30.2,21.8,76,28.7
45231-3B610,81.6,0.741,1.557,176.7,723.3,91,74.2,19.7,76,25.9
45231-3B610,82.1,0.733,1.539,176.2,724.5,92,74.2,19.7,73,25.2
45231-3B610,82,0.733,1.564,181.5,721.2,93,74.3,19.7,71,23.2
45231-3B610,82,0.721,1.561,180.5,721.6,92,74.3,19.7,74,23.8
45231-3B610,82,0.73,1.551,177.2,722.7,91,74.3,19.7,74,26
45231-3B610,82,0.748,1.565,177.7,723.9,91,74.3,19.7,72,24.3
45231-3B610,82.1,0.714,1.546,179.7,721.8,92,74.3,19.7,72,24.4
45231-3B610,82,0.722,1.56,181.4,721.1,91,74.3,19.7,76,23.4
45231-3B610,82,0.728,1.552,174.8,722.7,91,74.3,19.7,70,28.4
45231-3B610,82.1,0.709,1.564,179.9,721.3,91,74.3,19.7,73,24.7
45231-3B610,82.1,0.731,1.568,179.5,722.9,91,74.3,19.7,80,23.5
45231-3B610,82.1,0.727,1.564,178,721.5,91,74.3,19.7,71,26.4
45231-3B610,82.1,0.735,1.552,179,723.1,91,74.2,19.7,72,23.8
45231-3B610,82,0.723,1.558,178.2,722.9,91,74.2,19.7,68,24.8
45231-3B610,81.8,0.712,1.548,182.1,721,91,74.3,19.7,72,22.8
45231-3B610,82.1,0.728,1.551,179.7,721.7,91,74.3,19.7,67,24.5
45231-3B610,81.6,0.732,1.555,178.5,721.6,91,74.4,19.7,75,25.8
45231-3B610,82,0.72,1.546,181.3,722,91,74.2,19.7,67,22.6
45231-3B610,82,0.721,1.558,179.4,722.7,91,74.4,19.7,76,23.8
45231-3B610,82.3,0.724,1.57,180.5,721.6,91,74.4,19.7,72,23.8
45231-3B610,82,0.711,1.533,181.3,721,91,74.2,19.7,68,23.6
45231-3B610,82.1,0.732,1.554,178.2,724.6,92,74.4,19.7,78,23.1
45231-3B610,82,0.722,1.576,181.5,721.1,91,74.3,19.7,71,23.3
45231-3B610,81.8,0.732,1.563,181,722.5,91,74.3,19.7,77,22.4
45231-3B610,81.8,0.741,1.552,180.3,722.7,91,74.4,19.7,76,22.9
45231-3B610,82,0.732,1.573,181,721.6,91,74.3,19.7,73,23.3
45231-3B610,82,0.735,1.567,180,722.1,92,74.3,19.7,75,23.8
45231-3B610,82,0.721,1.552,179.2,723,91,74.2,19.7,85,23.7
45231-3B610,81.9,0.731,1.557,180.1,722.3,91,74.3,19.7,75,23.5
45231-3B610,81.9,0.725,1.548,180.2,721.2,91,74.3,19.7,83,24.5
45231-3B610,82,0.725,1.551,178.9,721.5,91,74.3,19.7,69,25.5
45231-3B610,81.8,0.724,1.561,177.9,722.1,91,74.2,19.7,75,25.9
45231-3B610,82,0.732,1.567,178.6,723,91,74.3,19.7,74,24.3
45231-3B610,82,0.736,1.56,174.5,722.6,91,74.3,19.7,73,28.8
45231-3B610,82,0.706,1.521,174.8,723.2,91,74.3,19.7,75,27.9
45231-3B610,82,0.718,1.542,175,723.1,91,74.3,19.7,71,27.8
45231-3B610,82,0.735,1.565,175.4,722.2,91,74.4,19.7,69,28.3
45231-3B610,82.2,0.723,1.539,177.1,721.1,91,74.2,19.7,72,27.7
45231-3B610,82.2,0.719,1.534,174.9,723.2,92,74.2,19.7,77,27.8
45231-3B610,82,0.731,1.57,175.3,723.8,91,74.2,19.7,76,26.8
45231-3B610,82.1,0.736,1.554,177.8,722.6,91,74.3,19.7,73,25.5
45231-3B610,82,0.724,1.551,179.6,721.3,91,74.3,19.7,71,25
45231-3B610,82,0.728,1.557,177.9,722.1,91,74.3,19.7,82,25.9
45231-3B610,82.1,0.734,1.555,178.1,723,92,74.2,19.7,72,24.8
45231-3B610,82.1,0.731,1.563,177,723,91,74.3,19.7,81,25.9
45231-3B610,82.1,0.724,1.557,177.7,722.6,92,74.3,19.7,75,25.6
45231-3B610,82.1,0.731,1.564,174.5,721.7,91,74.2,19.7,75,29.7
45231-3B610,82.2,0.747,1.555,174.9,723.3,91,74.3,19.7,77,27.7
45231-3B610,82.2,0.732,1.565,175.1,722.3,91,74.3,19.7,71,28.5
45231-3B610,82.1,0.736,1.57,175.1,722.9,91,74.2,19.7,72,27.9
45231-3B610,82,0.73,1.554,176.6,721.3,91,74.2,19.7,73,28
45231-3B610,82,0.732,1.56,177.4,723.2,91,74.3,19.7,73,25.3
45231-3B610,82,0.714,1.487,175.3,723.1,91,74.3,19.7,76,27.5
45231-3B610,81.9,0.735,1.561,175.9,723.3,92,74.3,19.7,81,26.7
45231-3B610,82,0.741,1.568,175,722.5,91,74.2,19.7,72,28.4
45231-3B610,82,0.731,1.552,175.6,722.4,91,74.3,19.7,69,27.9
45231-3B610,82,0.734,1.525,176,722.7,91,74.2,19.7,68,27.2
45231-3B610,82,0.714,1.532,175.2,722.7,92,74.2,19.7,70,28
45231-3B610,82,0.725,1.554,174.1,722.9,91,74.3,19.7,73,28.9
45231-3B610,82,0.718,1.541,175,722.9,91,74.2,19.7,79,28
45231-3B610,82,0.735,1.546,175.4,723,91,74.3,19.7,70,27.5
45231-3B610,82,0.736,1.554,176.1,722.6,91,74.2,19.7,73,27.2
45231-3B610,82.1,0.719,1.535,174.5,722.8,91,74.2,19.7,71,28.6
45231-3B610,82,0.734,1.544,175.7,722.1,91,74.2,19.7,72,28.1
45231-3B610,82,0.723,1.554,176,721.6,91,74.3,19.7,70,28.3
45231-3B610,82,0.73,1.557,177.3,721.6,91,74.3,19.7,77,27
45231-3B610,82,0.722,1.542,177.7,722.8,91,74.3,19.7,69,25.4
45231-3B610,82,0.728,1.552,176.2,722.7,91,74.4,19.7,82,27
45231-3B610,82,0.733,1.568,177.6,722,91,74.3,19.7,69,26.3
45231-3B610,82,0.718,1.558,176.4,722.7,91,74.3,19.7,70,26.8
45231-3B610,82,0.718,1.563,176.8,722.4,91,74.3,19.7,74,26.7
45231-3B610,82.1,0.728,1.53,176.3,723.1,91,74.4,19.7,76,26.5
45231-3B610,82,0.727,1.561,178.4,721.1,91,74.3,19.7,70,26.4
45231-3B610,82.1,0.724,1.549,178.7,721.9,91,74.3,19.7,73,25.3
45231-3B610,82.1,0.731,1.558,176.2,722.4,92,74.3,19.7,69,27.3
45231-3B610,82,0.735,1.547,176.2,722.5,91,74.3,19.7,80,27.2
45231-3B610,82,0.738,1.565,175.6,722.8,91,74.3,19.7,72,27.5
45231-3B610,82,0.718,1.552,176,721.4,91,74.3,19.7,72,28.5
45231-3B610,82,0.734,1.545,175.1,723.1,91,74.3,19.7,76,27.7
45231-3B610,82.2,0.731,1.564,175.7,722.3,91,74.3,19.7,66,27.9
45231-3B610,82.2,0.721,1.557,179.2,720.9,91,74.2,19.7,66,25.8
45231-3B610,82.1,0.747,1.544,175.7,723.5,91,74.3,19.7,68,26.7
45231-3B610,82,0.724,1.554,179,721.6,91,74.3,19.7,68,25.3
45231-3B610,82,0.742,1.558,177.9,722.7,91,74.2,19.7,76,25.3
45231-3B610,82.2,0.73,1.552,176.3,722.9,91,74.2,19.7,70,26.7
45231-3B610,82.2,0.738,1.543,177.5,722.7,90,74.1,19.7,72,25.7
45231-3B610,82,0.734,1.544,175.9,723.6,91,74.1,19.7,75,26.4
45231-3B610,82,0.732,1.542,175.8,722.9,91,74.1,19.7,75,27.2
45231-3B610,82,0.734,1.541,175.9,723.5,89,74.2,19.7,76,26.5
45231-3B610,82,0.735,1.539,175.7,723.6,90,74.1,19.7,75,26.6
45231-3B610,82.1,0.731,1.536,179.6,722.5,90,73.9,19.7,75,23.8
45231-3B610,82.1,0.739,1.557,181.5,723.1,90,73.7,19.7,84,21.3
45231-3B610,97.3,0.741,1.546,171,723.3,90,26.8,19.7,90,31.6
45231-3B610,97.3,0.497,1.545,182.6,723.3,90,30.1,21.8,90,29.7
45231-3B610,82,0.723,1.545,182.6,723.3,90,73.4,19.7,90,20
45231-3B610,82.1,0.717,1.561,171,722.6,91,26.9,19.7,76,32.3
45231-3B610,93.1,0.502,1.537,172,724.5,91,30.2,21.8,76,31
45231-3B610,82.1,0.736,1.537,172,724.5,91,74.2,19.7,76,29.4
45231-3B610,82.1,0.732,1.536,175.2,723.1,91,74.2,19.7,72,27.6
45231-3B610,82,0.73,1.539,176.7,722.5,92,74.2,19.7,76,26.7
45231-3B610,82,0.747,1.542,174.8,723.4,92,74.2,19.7,74,27.7
45231-3B610,82.1,0.728,1.539,176.9,721.7,91,74.2,19.7,78,27.3
45231-3B610,82.1,0.747,1.542,177,722.8,91,74.2,19.7,77,26.1
45231-3B610,82.1,0.745,1.528,172.7,723.9,91,74.1,19.7,75,29.3
45231-3B610,82.1,0.731,1.533,174.9,722.9,91,74.1,19.7,80,28.1
45231-3B610,82,0.732,1.536,175.3,722.4,91,74.1,19.7,76,28.2
45231-3B610,82,0.731,1.539,176.8,721.6,91,74.1,19.7,72,27.5
45231-3B610,82,0.732,1.532,174,723.3,92,74.2,19.7,78,28.6
45231-3B610,82,0.736,1.521,173.9,723.2,91,74.2,19.7,75,28.8
45231-3B610,82.1,0.742,1.521,173.9,724.3,91,74.1,19.7,69,27.7
45231-3B610,82.1,0.738,1.518,171.8,725.1,92,74.1,19.7,86,29
45231-3B610,82,0.736,1.522,176,723.8,91,74.1,19.7,75,26.1
45231-3B610,82,0.732,1.521,175.5,722.8,92,74.1,19.7,73,27.6
45231-3B610,82,0.735,1.515,173.8,723.6,92,74.1,19.7,72,28.5
45231-3B610,82,0.723,1.479,173.4,723.7,91,74.1,19.7,73,28.8
45231-3B610,82.1,0.734,1.515,173.9,723.1,91,74,19.7,80,28.9
45231-3B610,82.1,0.739,1.506,174.8,723.6,91,74,19.7,75,27.5
45231-3B610,82,0.731,1.512,174.5,723.5,91,74,19.7,73,27.9
45231-3B610,82,0.731,1.513,174.1,723.3,91,74,19.7,71,28.5
45231-3B610,82,0.728,1.51,174,723.1,91,74.1,19.7,82,28.8
